Processing Time
1740524094.0530798,1740524095.524668,1740524095.6957464,1.471588134765625,0.17107844352722168,1.6426665782928467
1740524095.8078332,1740524097.2213774,1740524097.2859583,1.4135441780090332,0.06458091735839844,1.4781250953674316
1740524097.4029953,1740524098.75391,1740524098.8188608,1.350914716720581,0.06495070457458496,1.415865421295166
1740524098.9363153,1740524100.4895434,1740524100.5552604,1.5532281398773193,0.06571698188781738,1.6189451217651367
1740524100.6662488,1740524102.1985455,1740524102.294751,1.5322966575622559,0.09620547294616699,1.6285021305084229
1740524102.4121895,1740524103.9593446,1740524104.0261545,1.5471551418304443,0.06680989265441895,1.6139650344848633
1740524104.1417384,1740524105.4897244,1740524105.5556917,1.3479859828948975,0.06596732139587402,1.4139533042907715
1740524105.6618338,1740524106.991933,1740524107.0562537,1.33009934425354,0.06432056427001953,1.3944199085235596
1740524107.1718433,1740524108.562271,1740524108.6307924,1.390427827835083,0.06852126121520996,1.458949089050293
1740524108.7361696,1740524110.0800202,1740524110.1579125,1.3438506126403809,0.07789230346679688,1.4217429161071777
1740524110.2662485,1740524111.613385,1740524111.67546,1.3471364974975586,0.062075138092041016,1.4092116355895996
1740524111.7795131,1740524113.1142173,1740524113.1814795,1.3347041606903076,0.06726217269897461,1.4019663333892822
1740524113.29338,1740524114.6207793,1740524114.6876051,1.3273992538452148,0.06682586669921875,1.3942251205444336
1740524114.7910435,1740524116.0501266,1740524116.107884,1.2590830326080322,0.05775737762451172,1.316840410232544
1740524116.2120948,1740524117.5153158,1740524117.5699382,1.3032209873199463,0.05462241172790527,1.3578433990478516
1740524117.6801744,1740524119.1044655,1740524119.1641097,1.4242911338806152,0.059644222259521484,1.4839353561401367
1740524119.2727478,1740524120.5982895,1740524120.6566982,1.3255417346954346,0.05840873718261719,1.3839504718780518
1740524120.7590353,1740524122.1443863,1740524122.2321265,1.3853509426116943,0.08774018287658691,1.4730911254882812
1740524122.3490987,1740524123.6247864,1740524123.683859,1.2756876945495605,0.05907273292541504,1.3347604274749756
1740524123.7980144,1740524125.045913,1740524125.1039863,1.2478985786437988,0.05807328224182129,1.3059718608856201
1740524125.220993,1740524126.466736,1740524126.5251954,1.2457430362701416,0.05845928192138672,1.3042023181915283
1740524126.6389608,1740524127.911881,1740524127.9794245,1.2729201316833496,0.06754350662231445,1.340463638305664
1740524128.0912051,1740524129.3762684,1740524129.4400244,1.2850632667541504,0.06375598907470703,1.3488192558288574
1740524129.543146,1740524130.846382,1740524130.912861,1.3032360076904297,0.06647920608520508,1.3697152137756348
1740524131.0261226,1740524132.330732,1740524132.3893342,1.3046095371246338,0.058602094650268555,1.3632116317749023
1740524132.4937975,1740524133.8837721,1740524133.9460878,1.389974594116211,0.06231570243835449,1.4522902965545654
1740524134.0518928,1740524135.372611,1740524135.4445283,1.3207182884216309,0.07191729545593262,1.3926355838775635
1740524135.5480793,1740524136.8816586,1740524136.9479125,1.3335793018341064,0.0662539005279541,1.3998332023620605
1740524137.058432,1740524138.4087367,1740524138.488773,1.3503046035766602,0.08003640174865723,1.4303410053253174
1740524138.6025136,1740524139.9372988,1740524140.003795,1.3347852230072021,0.06649613380432129,1.4012813568115234
1740524140.1184533,1740524141.5701296,1740524141.6433682,1.451676368713379,0.07323861122131348,1.5249149799346924
1740524141.7561896,1740524143.1311007,1740524143.1971092,1.3749110698699951,0.0660085678100586,1.4409196376800537
1740524143.3009324,1740524144.671245,1740524144.7373548,1.3703126907348633,0.06610965728759766,1.436422348022461
1740524144.84332,1740524146.1243997,1740524146.1824756,1.2810797691345215,0.058075904846191406,1.339155673980713
1740524146.2932613,1740524147.8493204,1740524147.9547553,1.5560591220855713,0.10543489456176758,1.6614940166473389
1740524148.0674434,1740524149.6110618,1740524149.6820378,1.5436184406280518,0.07097601890563965,1.6145944595336914
1740524149.7969189,1740524151.2431588,1740524151.3243628,1.446239948272705,0.08120393753051758,1.5274438858032227
1740524151.4346154,1740524152.9010856,1740524153.963952,1.4664702415466309,1.062866449356079,2.52933669090271
1740524154.1046436,1740524156.6813245,1740524157.851645,2.576680898666382,1.1703205108642578,3.7470014095306396
1740524157.9907827,1740524160.997684,1740524162.201104,3.006901264190674,1.2034199237823486,4.2103211879730225
1740524162.3424428,1740524164.8872266,1740524166.2118933,2.5447838306427,1.3246667385101318,3.869450569152832
1740524166.3372703,1740524169.5628676,1740524170.8105326,3.225597381591797,1.2476649284362793,4.473262310028076
1740524170.9501355,1740524173.919882,1740524175.1031091,2.9697465896606445,1.1832270622253418,4.152973651885986
1740524175.2439623,1740524178.6516962,1740524179.8817239,3.407733917236328,1.230027675628662,4.63776159286499
1740524180.0213153,1740524183.4510486,1740524184.7730846,3.4297332763671875,1.3220360279083252,4.751769304275513
1740524184.9140868,1740524188.2894268,1740524189.4757416,3.375339984893799,1.1863148212432861,4.561654806137085
1740524189.6142437,1740524192.6788635,1740524194.0017993,3.064619779586792,1.3229358196258545,4.3875555992126465
1740524194.1422539,1740524197.4030275,1740524198.5060506,3.2607736587524414,1.1030230522155762,4.363796710968018
1740524198.64755,1740524201.336296,1740524202.4756963,2.6887459754943848,1.1394002437591553,3.82814621925354
1740524202.6172142,1740524205.7282734,1740524207.0711942,3.1110591888427734,1.3429207801818848,4.453979969024658
1740524207.2112927,1740524210.624696,1740524211.9392831,3.413403272628784,1.314587116241455,4.727990388870239
1740524212.07974,1740524214.5437877,1740524215.9941573,2.46404767036438,1.4503695964813232,3.914417266845703
1740524216.1348035,1740524219.190344,1740524220.3490293,3.0555405616760254,1.1586852073669434,4.214225769042969
1740524220.4911683,1740524223.1229358,1740524224.423886,2.631767511367798,1.300950288772583,3.932717800140381
1740524224.563213,1740524227.9573333,1740524229.238664,3.394120216369629,1.2813305854797363,4.675450801849365
1740524229.379337,1740524232.5950823,1740524233.8236997,3.215745210647583,1.2286174297332764,4.444362640380859
1740524233.9660754,1740524237.4222,1740524238.6290255,3.4561245441436768,1.2068254947662354,4.662950038909912
